invoicedetailid,invoiceid,productid,productprice,itemcost,consignorid,productdescription,invoicedate
34122,11421,93278,5.00,0.00,500,Quilter Trunk Sale,2020-01-09
34125,11425,96793,6.25,5.31,92,Silver Sugar Cube Bowl,2020-01-09
34126,11426,92374,4.00,3.40,49,Necklace Jen,2020-01-09
34129,11428,96819,10.00,0.00,500,Thread (10),2020-01-09
34130,11430,53408,8.99,7.64,500,Jack-dempsey-pillowcase H,2020-01-09
34134,11431,54602,4.15,3.52,500,Coats-clark-s930 Black,2020-01-09
34135,11431,96820,2.99,0.00,500,Large Paper,2020-01-09
34136,11432,46216,1.99,1.69,500,Papercraft Gift Labels Pa,2020-01-09
34137,11432,46216,1.99,1.69,500,Papercraft Gift Labels Pa,2020-01-09
34138,11432,90398,1.99,0.00,500,Christmas Gift Tags,2020-01-09
34140,11433,94590,4.50,3.82,502,Glass Covered Dish,2020-01-09
34141,11434,94951,15.00,12.75,68,Sm Round Case,2020-01-09
34145,11436,96834,1.99,0.00,500,M And D Mat Crayons,2020-01-09
34147,11436,56404,2.99,2.54,500,Learning Mat-handwriting#,2020-01-09
34149,11436,94465,6.00,5.10,76,Fiestaware Cup,2020-01-09
34150,11436,57645,4.00,3.40,501,Handmade Mug,2020-01-09
34151,11436,78986,21.99,18.69,19,Red/Navy Wool Throw6,2020-01-09
34153,11437,48230,6.79,5.77,500,Chalk-acrylic-sereneadc18,2020-01-09
34155,11438,94119,8.95,7.60,74,Long CottonOn Shirt,2020-01-09
34156,11438,85529,2.99,2.54,73,Round Wicker Coaster,2020-01-09
34157,11438,85529,2.99,2.54,73,Round Wicker Coaster,2020-01-09
34158,11438,85529,2.99,2.54,73,Round Wicker Coaster,2020-01-09
34159,11438,85529,2.99,2.54,73,Round Wicker Coaster,2020-01-09
34160,11439,93278,4.99,0.00,500,Quilter Trunk Sale,2020-01-09
34161,11440,7846,14.95,12.70,56,#4 Disney The Grasshopper,2020-01-09
34162,11441,96835,6.00,5.10,92,Silver Service,2020-01-09
34163,11442,24860,2.49,0.00,500,Americana-multi-surface-s,2020-01-10
34166,11443,95415,18.00,15.30,49,Antique Red Gold Vase,2020-01-10
34168,11444,21992,1.99,1.69,17,#32 Book-if You Take A Mo,2020-01-10
34169,11444,58670,3.50,2.97,17,Dr.Seuss Oh; The Place,2020-01-10
34172,11444,22101,1.99,1.69,17,#32 Book-the Pig Who Saw,2020-01-10
34174,11446,93278,7.50,0.00,500,Quilter Trunk Sale,2020-01-10
34175,11447,54225,1.80,1.53,500,Gutermann-thread-110yd 10,2020-01-10
34176,11447,93278,7.50,0.00,500,Quilter Trunk Sale,2020-01-10
34177,11447,96914,1.99,0.00,500,Gift Bag (2),2020-01-10
34178,11448,86453,39.95,0.00,500,Van Gogh Water Colours,2020-01-10
34190,11451,93278,13.50,0.00,500,Quilter Trunk Sale,2020-01-10
34192,11452,58120,17.60,0.00,500,Melissa&Doug Anteater Ant,2020-01-10
34193,11452,58810,23.99,0.00,500,Melissa&Doug Stainless St,2020-01-10
34194,11452,55933,23.99,0.00,500,Lets-play-house-melissa-d,2020-01-10
34195,11452,72502,5.75,4.88,64,Kids Beanie,2020-01-10
34196,11452,96098,4.00,3.40,42,Book,2020-01-10
34197,11452,96039,3.00,2.55,42,Book,2020-01-10
34199,11453,48697,3.24,2.75,500,Elmer's Foam Board-white-,2020-01-10
34201,11453,54636,2.75,2.33,500,Coats-clark-s910-1 Sage,2020-01-10
34202,11454,93278,53.15,0.00,500,Quilter Trunk Sale,2020-01-10
34204,11455,56780,3.99,3.39,500,Realeather Crafts Wool Da,2020-01-10
34208,11457,93278,21.40,0.00,500,Quilter Trunk Sale,2020-01-10
34209,11458,8637,80.00,80.00,500,Antique Side Board-hs,2020-01-10
34210,11458,93278,6.50,0.00,500,Quilter Trunk Sale,2020-01-10
34214,11459,9073,5.95,5.05,70,Med. Scrub,2020-01-10
34215,11460,92013,5.00,4.25,69,Its A Girl,2020-01-10
34217,11461,93278,29.00,0.00,500,Quilter Trunk Sale,2020-01-10
34218,11462,85649,8.00,6.80,61,White Pot,2020-01-10
34221,11463,9073,5.95,5.05,70,Med. Scrub,2020-01-10
34222,11464,54496,1.80,1.53,500,Gutermann-thread-100m-501,2020-01-10
34223,11465,95669,3.50,2.97,42,Glass Bird,2020-01-10
34225,11465,94993,5.99,5.09,518,Sm Yellow Bee Pitcher,2020-01-10
34226,11466,68102,7.00,5.95,518,Metal Plate Rack,2020-01-10
34227,11466,50127,3.99,3.39,500,Idye Golden  Yellow,2020-01-10
34228,11466,50127,3.99,3.39,500,Idye Golden  Yellow,2020-01-10
34229,11466,50127,3.99,3.39,500,Idye Golden  Yellow,2020-01-10
34230,11467,57960,0.75,0.63,500,Mini Animal,2020-01-10
34231,11467,57960,0.75,0.63,500,Mini Animal,2020-01-10
34234,11468,90715,8.00,6.80,8,Jar Candle,2020-01-10
34240,11471,29660,3.50,2.97,42,Sign #50,2020-01-10
34241,11472,7267,8.50,7.22,54,White Ceramic Planter #17,2020-01-10
34243,11472,12034,10.00,8.50,21,#15b Ceramic Salt &amp; P,2020-01-10
34244,11472,96533,12.00,10.20,76,Towel Holder,2020-01-10
34246,11473,96943,14.95,12.70,45,Vintage Stool,2020-01-10
34247,11473,96123,4.99,4.24,506,Happiness Is...Sign,2020-01-10
34248,11474,96944,0.25,0.00,500,Gift Tags,2020-01-10
34251,11474,44681,3.19,2.71,500,Zen Royal &amp; Langnicke,2020-01-10
34255,11477,93278,32.00,0.00,500,Quilter Trunk Sale,2020-01-10
34256,11478,96262,3.95,3.35,56,Pyrex Mini Fridge Dish,2020-01-10
34262,11481,93278,6.00,0.00,500,Quilter Trunk Sale,2020-01-10
34268,11483,93278,3.00,0.00,500,Quilter Trunk Sale,2020-01-10
34271,11485,88907,8.00,6.80,12,Wander Xl Decal,2020-01-10
34272,11486,21619,6.99,5.94,17,#32 Kids School Chair,2020-01-10
34273,11486,21619,6.99,5.94,17,#32 Kids School Chair,2020-01-10
34275,11486,96955,12.98,0.00,500,Drawer Handles (2),2020-01-10
34278,11488,74372,12.95,11.00,36,Blue Flower Vase,2020-01-10
34279,11488,93992,12.00,10.20,524,Farmhouse Eggs Set,2020-01-10
34282,11488,6893,4.50,3.82,54,White Jar W Floral Lid #1,2020-01-10
34283,11488,16309,8.00,6.80,54,Kitchen Canvas,2020-01-10
34285,11490,77509,1.75,1.48,69,Papaya Card,2020-01-10
34286,11490,77509,1.75,1.48,69,Papaya Card,2020-01-10
34288,11491,93278,24.50,0.00,500,Quilter Trunk Sale,2020-01-10
34296,11493,48686,3.49,2.96,500,Fiber Craft-craft Stix-15,2020-01-10
34298,11494,91371,11.50,9.77,69,Faire Valentine,2020-01-10
34299,11494,77509,1.75,1.48,69,Papaya Card,2020-01-10
34302,11495,96573,3.00,2.55,76,Door Pull,2020-01-10
34307,11497,80855,10.00,8.50,65,Carved Face Cane,2020-01-10
34308,11497,81026,15.00,12.75,46,John Deere Lights,2020-01-10
34309,11497,74822,29.89,25.40,17,Seahawks Welcome Sign,2020-01-10
34311,11497,82558,9.00,7.65,51,Match Holder,2020-01-10
34312,11497,94918,12.00,10.20,519,Rainier Pic,2020-01-10
34314,11497,66275,1.25,1.06,85,Greeting Card,2020-01-10
34315,11497,66275,1.25,1.06,85,Greeting Card,2020-01-10
34316,11497,66275,1.25,1.06,85,Greeting Card,2020-01-10
34317,11497,66275,1.25,1.06,85,Greeting Card,2020-01-10
34318,11497,66275,1.25,1.06,85,Greeting Card,2020-01-10
34319,11499,93090,9.00,7.65,15,Santa Runner,2020-01-10
34320,11500,74822,25.00,21.25,17,Seahawks Welcome Sign,2020-01-10
34321,11501,96967,3.99,0.00,500,Necklace,2020-01-10
34322,11501,7964,2.50,2.12,83,#20 Picture Frame,2020-01-10
34324,11502,20904,5.00,4.25,73,Whit Pom Pom Decor #74,2020-01-10
34329,11502,14565,12.00,10.20,51,Bird On Stand W/crystals,2020-01-10
34330,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34331,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34332,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34333,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34334,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34335,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34336,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34337,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34338,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34339,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34340,11503,93278,1.50,0.00,500,Quilter Trunk Sale,2020-01-10
34341,11503,97000,2.00,0.00,500,Gift Tags,2020-01-10
34164,11442,96911,4.95,0.00,500,Van Gogh Water Colour,2020-01-10
34165,11443,96391,29.00,24.65,25,Antique Table/Chairs,2020-01-10
34167,11443,87597,15.00,12.75,45,Box Full Of Nora Lights,2020-01-10
34170,11444,96912,2.00,1.70,17,Book Thomas,2020-01-10
34171,11444,21644,3.49,2.96,17,#32 Book-goodnight Moon S,2020-01-10
34173,11445,96913,1.29,0.00,500,Knitting Rings,2020-01-10
34179,11449,94658,95.00,80.75,49,Diamond Sterling Necklace,2020-01-10
34180,11450,54059,3.69,3.13,500,Gutermann-thread-250m-10,2020-01-10
34181,11450,54556,5.55,4.71,500,Gutermann-thread-500m 902,2020-01-10
34182,11450,56849,7.99,0.00,500,Bamboo Pop-daring Pink #1,2020-01-10
34183,11450,56849,7.99,0.00,500,Bamboo Pop-daring Pink #1,2020-01-10
34184,11450,56992,4.99,0.00,500,Cotton Fair-succulent,2020-01-10
34185,11450,56992,4.99,0.00,500,Cotton Fair-succulent,2020-01-10
34186,11450,52798,1.50,1.27,500,Dill Buttons 938,2020-01-10
34187,11450,52798,1.50,1.27,500,Dill Buttons 938,2020-01-10
34188,11450,52798,1.50,1.27,500,Dill Buttons 938,2020-01-10
34189,11450,52798,1.50,1.27,500,Dill Buttons 938,2020-01-10
34191,11452,58786,15.99,0.00,500,Melissa&Doug Wash&Dry Dis,2020-01-10
34198,11452,96922,25.00,21.25,49,Sailor Painting,2020-01-10
34200,11453,53999,2.75,2.33,500,Coats-clark-s910-1 Ecru,2020-01-10
34203,11455,96923,3.99,0.00,500,Suede Cleaner,2020-01-10
34205,11456,71931,6.00,5.10,67,Preserved Leaf Wreath,2020-01-10
34206,11456,94994,8.00,6.80,518,Yellow Bird,2020-01-10
34207,11456,90879,11.50,9.77,31,Wood Star,2020-01-10
34211,11458,78552,1.99,0.00,500,Craftwood Round Beads,2020-01-10
34212,11459,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34213,11459,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34216,11460,67540,5.00,4.25,24,Kids Toy,2020-01-10
34219,11462,66079,6.99,0.00,500,Plant,2020-01-10
34220,11462,95545,10.00,8.50,526,3 Pc Whiteboard,2020-01-10
34224,11465,96076,6.00,5.10,42,White Pitcher,2020-01-10
34232,11467,54821,2.99,0.00,500,Sticky Note Pad With Pen,2020-01-10
34233,11468,84774,5.00,4.25,5,Ornaments,2020-01-10
34235,11468,84667,3.00,2.55,76,Handmade Card,2020-01-10
34236,11468,89218,2.75,2.33,69,BFF Mirror Set,2020-01-10
34237,11468,9050,6.00,5.10,70,Lip Balm Pkg.3 #22,2020-01-10
34238,11469,44531,2.49,0.00,500,Zen Royal &amp; Langnicke,2020-01-10
34239,11470,27597,22.50,19.12,91,Lactogen Tin # 47,2020-01-10
34242,11472,96857,4.00,3.40,14,Boxwood Ball,2020-01-10
34245,11473,91332,27.00,22.95,31,Round Wood Table,2020-01-10
34249,11474,54909,0.80,0.68,500,Snippets-3 Envelopes-4.25,2020-01-10
34250,11474,54909,0.80,0.68,500,Snippets-3 Envelopes-4.25,2020-01-10
34252,11475,16106,5.24,0.00,500,1 Misc Fabric,2020-01-10
34253,11476,16106,1.74,0.00,500,1 Misc Fabric,2020-01-10
34254,11476,53369,0.40,0.34,500,1 Misc Elastic,2020-01-10
34257,11479,90707,2.50,2.12,8,Pure Beeswax Votive,2020-01-10
34258,11479,90707,2.50,2.12,8,Pure Beeswax Votive,2020-01-10
34259,11480,96948,2.99,0.00,500,Knob,2020-01-10
34260,11480,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34261,11480,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34263,11481,53696,0.99,0.84,500,Spool O Ribbon White 1 8,2020-01-10
34264,11481,96952,4.74,0.00,500,Pacifier Clips (6),2020-01-10
34265,11482,56883,4.99,0.00,500,Cotton-fair-yarn Cream,2020-01-10
34266,11482,56883,4.99,0.00,500,Cotton-fair-yarn Cream,2020-01-10
34267,11482,56883,4.99,0.00,500,Cotton-fair-yarn Cream,2020-01-10
34269,11483,96953,2.00,0.00,500,Quilt Pattern,2020-01-10
34270,11484,96954,29.99,0.00,500,Corner Hutch,2020-01-10
34274,11486,96044,3.50,2.97,42,Beaver,2020-01-10
34276,11487,90713,24.00,20.40,8,Qt. Raw Honey,2020-01-10
34277,11487,79646,16.00,13.60,61,Count Blessings Sign,2020-01-10
34280,11488,88811,6.00,5.10,524,Wood Bucket,2020-01-10
34281,11488,96780,12.00,10.20,3,Egg Sign,2020-01-10
34284,11489,96958,3.29,0.00,500,Darice Comfort Latch Hook,2020-01-10
34287,11490,92002,1.25,1.06,69,Papaya Art Small Card,2020-01-10
34289,11492,46211,1.49,1.26,500,Premium Gift Wrapping Pap,2020-01-10
34290,11492,46211,1.49,1.26,500,Premium Gift Wrapping Pap,2020-01-10
34291,11492,96960,15.00,12.75,1,Cc Beanie,2020-01-10
34292,11492,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34293,11492,81318,4.99,4.24,70,Goat Milk Soap,2020-01-10
34294,11492,59621,1.99,0.00,500,Greeting Card,2020-01-10
34295,11492,46158,3.99,3.39,500,Get Organized Storage Sol,2020-01-10
34297,11494,86564,30.00,25.50,68,Mad Alex Fairy God Mother,2020-01-10
34300,11494,89242,3.00,2.55,69,Mirror Party Set,2020-01-10
34301,11494,24208,1.00,0.85,20,Valentine Napkins,2020-01-10
34303,11495,96961,6.00,5.10,76,Door Pull (2),2020-01-10
34304,11496,52031,1.99,1.69,500,Dritz-elastic-3/8- White,2020-01-10
34305,11496,51977,1.79,1.52,500,Dritz-elastic 1/8  White,2020-01-10
34306,11496,51977,1.79,1.52,500,Dritz-elastic 1/8  White,2020-01-10
34310,11497,96966,2.99,0.00,500,Burlap Bag,2020-01-10
34313,11497,95041,4.00,3.40,49,Book,2020-01-10
34323,11501,95590,2.99,2.54,83,4x6 Picture Frame,2020-01-10
34325,11502,88975,2.00,1.70,501,Knobs,2020-01-10
34326,11502,88978,2.00,1.70,501,Knobs,2020-01-10
34327,11502,57397,5.50,4.67,15,Silver Bird,2020-01-10
34328,11502,11902,6.00,5.10,41,#26a White Metal Folding,2020-01-10
34342,11503,97001,0.99,0.00,500,Tags,2020-01-10
34343,11504,84957,6.00,5.10,35,AS-MicrowaveBowl,2020-01-10
34467,11546,66022,12.00,10.20,51,Stacking Box Set 4,2020-01-11
34344,11505,97155,14.98,0.00,500,Christmas,2020-01-11
34346,11506,49469,3.99,3.39,500,Craft-wood Round Bead 10m,2020-01-11
34349,11507,16106,13.98,0.00,500,1 Misc Fabric,2020-01-11
34351,11507,94287,79.00,67.15,49,Silver & Turquoise Brace,2020-01-11
34353,11507,94299,55.00,46.75,49,Silver & Turquoise Square,2020-01-11
34355,11508,16106,11.18,0.00,500,1 Misc Fabric,2020-01-11
34356,11508,97182,6.39,0.00,500,Scissors,2020-01-11
34357,11509,94603,29.50,25.07,526,Vintage Style Twine,2020-01-11
34358,11509,85661,3.49,0.00,500,Food,2020-01-11
34359,11509,85661,1.39,0.00,500,Food,2020-01-11
34360,11510,95104,7.99,6.79,80,Fabric Snowman,2020-01-11
34364,11512,54278,3.69,3.13,500,Gutermann-thread-250m-10,2020-01-11
34367,11512,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34371,11514,21166,10.00,8.50,73,Wood Step Stool #31,2020-01-11
34372,11514,91305,12.00,10.20,3,Basket With Bottles,2020-01-11
34373,11514,94614,42.00,35.70,526,3 Tier Display,2020-01-11
34374,11515,97189,1.79,0.00,500,Neddles,2020-01-11
34375,11516,51028,3.99,3.39,500,River Rocks-earthtone Peb,2020-01-11
34376,11516,90708,3.50,2.97,8,Beeswax Votive,2020-01-11
34377,11516,90708,3.50,2.97,8,Beeswax Votive,2020-01-11
34380,11518,87955,8.00,6.80,14,Pine Branch W/Cone,2020-01-11
34381,11518,87955,8.00,6.80,14,Pine Branch W/Cone,2020-01-11
34383,11519,71423,7.00,5.95,17,Brown Bag,2020-01-11
34384,11520,28673,18.00,15.30,80,Shabbied Shutter Shelf #7,2020-01-11
34386,11520,95041,4.00,3.40,49,Book,2020-01-11
34387,11520,95041,4.00,3.40,49,Book,2020-01-11
34388,11520,95041,4.00,3.40,49,Book,2020-01-11
34389,11521,50989,29.99,25.49,500,Darice Wreath Boxwood Pin,2020-01-11
34392,11523,52031,1.99,1.69,500,Dritz-elastic-3/8- White,2020-01-11
34393,11523,16106,15.97,0.00,500,1 Misc Fabric,2020-01-11
34398,11525,73934,2.49,0.00,500,Dritz Repair Needles,2020-01-11
34400,11525,81328,6.49,0.00,500,Zirkel Pin Magnet,2020-01-11
34402,11525,83025,4.99,0.00,500,White Notebook,2020-01-11
34403,11525,59621,1.99,0.00,500,Greeting Card,2020-01-11
34404,11525,97191,2.99,0.00,500,Cement C,2020-01-11
34405,11525,97192,5.99,0.00,500,Scarf,2020-01-11
34415,11529,50323,1.99,1.69,500,Darice- Greenery Spray La,2020-01-11
34416,11529,97204,6.99,0.00,500,Caster,2020-01-11
34417,11529,97205,4.54,0.00,500,Caster,2020-01-11
34419,11530,97206,6.50,5.52,42,Black Bucket,2020-01-11
34420,11531,53905,2.75,2.33,500,Coats-clark-s910 Sun Yell,2020-01-11
34425,11533,16106,9.09,0.00,500,1 Misc Fabric,2020-01-11
34426,11534,46303,11.99,10.19,500,Wonder-tees-1 Xl  Egret,2020-01-11
34427,11534,46299,11.99,0.00,500,Wonder Tees Xl Black,2020-01-11
34429,11536,80180,4.99,4.24,73,Glass Toothpick Holder,2020-01-11
34431,11537,46637,1.59,1.35,500,Solid-black-eyes 6pc .47i,2020-01-11
34434,11539,49661,11.99,10.19,500,Darice Wreath Hanger Stan,2020-01-11
34435,11539,51060,7.99,6.79,500,Touch Of Nature- Glass Te,2020-01-11
34436,11539,96065,10.00,8.50,42,Lantern,2020-01-11
34437,11539,96064,10.00,8.50,42,Lantern,2020-01-11
34438,11539,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34439,11539,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34440,11539,95664,5.00,4.25,42,Plant Decor,2020-01-11
34441,11539,92559,4.50,3.82,31,Together Sign,2020-01-11
34442,11540,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34443,11540,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34444,11541,93292,5.99,0.00,500,Italian Poster,2020-01-11
34445,11541,93292,5.99,0.00,500,Italian Poster,2020-01-11
34446,11541,93292,5.99,0.00,500,Italian Poster,2020-01-11
34447,11541,93292,5.99,0.00,500,Italian Poster,2020-01-11
34448,11542,1581,3.95,3.35,45,9b-porcelain Teacup &amp;,2020-01-11
34449,11542,57053,2.29,1.94,500,Boye Anodized Tapered Thr,2020-01-11
34456,11543,48491,1.99,1.69,500,Brown Ink Pad,2020-01-11
34457,11543,97209,6.99,0.00,500,Stamps,2020-01-11
34459,11543,55091,1.49,1.26,500,Studio G Ink Pad,2020-01-11
34463,11544,16106,17.76,0.00,500,1 Misc Fabric,2020-01-11
34465,11544,92908,8.00,6.80,37,Balloon Dress By Vivienne,2020-01-11
34466,11545,94085,15.00,12.75,51,Green 2 Tier Server,2020-01-11
34469,11547,96003,45.00,38.25,49,Rare Bushberry Roseville,2020-01-11
34472,11547,94700,12.95,11.00,56,Native Etched Pot,2020-01-11
34476,11550,86305,14.95,12.70,74,Rib Footed Romper,2020-01-11
34478,11550,76727,6.50,5.52,48,Bandana Bib,2020-01-11
34479,11551,97210,12.00,10.20,1,CC Beanie,2020-01-11
34480,11551,95517,4.00,3.40,1,Magnet Car Phone Hold,2020-01-11
34481,11551,59642,2.80,2.38,1,Owl Mug,2020-01-11
34485,11552,54510,3.69,3.13,500,Gutermann-thread-250m-10,2020-01-11
34486,11552,16106,20.13,0.00,500,1 Misc Fabric,2020-01-11
34487,11554,54510,2.95,2.50,500,Gutermann-thread-250m-10,2020-01-11
34488,11554,16106,16.10,0.00,500,1 Misc Fabric,2020-01-11
34489,11555,16106,22.72,0.00,500,1 Misc Fabric,2020-01-11
34493,11556,85661,1.00,0.00,500,Food,2020-01-11
34494,11557,97212,25.00,0.00,500,Gift Card,2020-01-11
34495,11558,16106,17.49,0.00,500,1 Misc Fabric,2020-01-11
34497,11559,96443,12.00,10.20,510,Tall Wire Basket,2020-01-11
34498,11559,97067,8.00,6.80,510,Wire Basket Long,2020-01-11
34499,11559,16106,6.99,0.00,500,1 Misc Fabric,2020-01-11
34503,11559,77479,4.95,4.20,56,Hand Stitch Heart,2020-01-11
34504,11559,77477,4.95,4.20,56,Hand Stitch Heart,2020-01-11
34505,11559,77892,7.95,6.75,56,Sm Red Wire Basket,2020-01-11
34506,11559,89152,6.00,5.10,32,Bird Book Holder,2020-01-11
34508,11559,129956,2.00,1.70,56,Vtg Valentaine (2),2020-01-11
34509,11559,39856,3.95,3.35,85,Touchdown Towel,2020-01-11
34511,11560,16106,5.19,0.00,500,1 Misc Fabric,2020-01-11
34516,11562,90519,4.00,3.40,82,Christmas Discount Price,2020-01-11
34520,11563,96549,15.00,12.75,76,Rae Dunn Cream &Sugar,2020-01-11
34523,11565,97216,0.45,0.00,500,Felt,2020-01-11
34526,11565,74489,16.99,14.44,63,Jacket Womens,2020-01-11
34527,11566,16106,1.99,0.00,500,1 Misc Fabric,2020-01-11
34528,11566,53525,3.29,2.79,500,Schmetz-universal Machine,2020-01-11
34529,11567,17585,13.00,0.00,500,Preserved Cypress Wreath,2020-01-11
34530,11567,75723,6.00,5.10,24,Doll,2020-01-11
34533,11568,87219,1.99,0.00,500,Sticker Puffy Zoo,2020-01-11
34536,11568,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34537,11568,92332,10.00,8.50,48,Handmade Gnome,2020-01-11
34540,11568,45333,1.79,0.00,500,Pentel-sign Pen Black Fib,2020-01-11
34541,11568,45067,3.19,2.71,500,Tombow-dual-brush-pens-bl,2020-01-11
34546,11568,85661,1.00,0.00,500,Food,2020-01-11
34548,11570,95046,25.00,21.25,516,Growth Chart,2020-01-11
34550,11571,88009,7.00,5.95,83,Be Kind Sign,2020-01-11
34551,11571,67004,3.50,2.97,31,Dork Diary Book,2020-01-11
34553,11572,86087,7.25,6.16,63,Home Sign,2020-01-11
34554,11573,77209681,30.00,0.00,500,Light Grey Mirror,2020-01-11
34556,11574,73616,8.95,7.60,74,Sleeveless Sweatshirt,2020-01-11
34563,11579,97228,3.99,3.39,17,Book,2020-01-11
34564,11579,21946,10.99,9.34,17,#2 Book-love Is Eternal,2020-01-11
34565,11579,90713,24.00,20.40,8,Qt. Raw Honey,2020-01-11
34566,11579,89167,3.00,2.55,32,Glitzy Gold Snowman,2020-01-11
34568,11579,57629,5.00,4.25,24,Scarf,2020-01-11
34569,11579,86895,1.50,1.27,69,Mermaid Mix,2020-01-11
34570,11579,88642,2.00,1.70,17,Charm,2020-01-11
34571,11579,88642,2.00,1.70,17,Charm,2020-01-11
34572,11579,97136,4.50,3.82,67,2 Potholders,2020-01-11
34573,11579,97158,12.00,10.20,67,Sturdy Apron,2020-01-11
34574,11580,16275,7.00,5.95,49,Brooch,2020-01-11
34576,11581,84656,3.00,2.55,76,Handmade Card,2020-01-11
34577,11582,96237,22.50,19.12,20,Centerpiece Box #3,2020-01-11
34580,11583,9386,14.95,12.70,27,Mg Uranium Glass Candy Di,2020-01-11
34581,11583,15578,28.00,23.80,76,Etched Uranium Dish,2020-01-11
34585,11583,81272,21.99,18.69,2,Campfire Tent Picture,2020-01-11
34587,11584,7315,12.00,10.20,15,73 Anchor Boyds Bear,2020-01-11
34589,11584,78963,7.00,5.95,51,Red Tin File Box,2020-01-11
34592,11586,84053,8.95,7.60,56,Pair Starbucks Mini Mug,2020-01-11
34594,11587,54864,1.00,0.85,500,1 Misc Scrapbooking,2020-01-11
34597,11588,54452,4.44,3.77,500,Gutermann-thread-500m 942,2020-01-11
34598,11588,54558,4.44,3.77,500,Gutermann-thread-500m 941,2020-01-11
34599,11589,87302,6.00,5.10,81,LV-Microwave Bowl,2020-01-11
34602,11590,93908,12.00,10.20,519,Hard Hat,2020-01-11
34607,11592,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34608,11592,81318,4.99,4.24,70,Goat Milk Soap,2020-01-11
34609,11592,9178,6.00,5.10,70,3pk Lip Balm,2020-01-11
34615,11594,82465,12.00,10.20,48,Teething Ring,2020-01-11
34616,11595,24797,1.50,0.00,500,Crafters-acrylic-cafe Moc,2020-01-11
34617,11595,48229,2.49,0.00,500,Americana-multi-surface-s,2020-01-11
34618,11595,45682,1.50,0.00,500,DecoArt Acrylic Paint,2020-01-11
34627,11596,90762,5.00,4.25,42,Toy,2020-01-11
34628,11596,95054,18.00,15.30,516,Plant,2020-01-11
34345,11506,49395,1.79,0.00,500,Craft-wood Furniture Butt,2020-01-11
34347,11506,93278,0.99,0.00,500,Quilter Trunk Sale,2020-01-11
34348,11506,93278,26.50,0.00,500,Quilter Trunk Sale,2020-01-11
34350,11507,93278,1.00,0.00,500,Quilter Trunk Sale,2020-01-11
34352,11507,94291,79.00,67.15,49,Silver Bear Claw Necklace,2020-01-11
34354,11507,94319,39.00,33.15,49,9 Strand Turquoise Neck,2020-01-11
34361,11510,93278,3.50,0.00,500,Quilter Trunk Sale,2020-01-11
34362,11511,97183,12.95,0.00,500,Sliding Screen,2020-01-11
34363,11511,91717,14.95,12.70,515,White Macrame Runner,2020-01-11
34365,11512,97187,3.69,0.00,500,Gutermann,2020-01-11
34366,11512,53548,1.69,0.00,500,Dritz Hand Needles - 20 S,2020-01-11
34368,11512,58486,2.50,2.12,87,Greeting Card,2020-01-11
34369,11512,58486,2.50,2.12,87,Greeting Card,2020-01-11
